soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;72037;Hamont-Achel;72000;Arrondissement Maaseik;70000;Provincie Limburg;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;72037;Hamont-Achel;72000;Arrondissement Maaseik;70000;Provincie Limburg;0;0;0;232.4889;0;0;0;
Akkerland;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;1885;787.502;19.0071;806.5091;10014;179;10193;
Grasland;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;2381;963.2911;118.2138;1081.5049;16943;1350;18293;
Tuinen en parken;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;252;19.2003;0.076;19.2763;543;4;547;
Boomgaarden;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;86;11.7764;0;11.7764;328;0;328;
Bossen;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;1275;1491.5204;224.9655;1716.4859;4347;2195;6542;
Woeste gronden;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;783;308.4171;688.7701;997.1872;408;1330;1738;
Recreatieterreinen;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;5;8.6357;0;8.6357;122;152;274;
Gekadastreerde wateren;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;121;19.9288;1.8687;21.7975;81;8;89;
Gekadastreerde wegenis;Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;111;11.2471;10.8562;22.1033;38;45;83;
Andere (onbebouwde percelen);Onbebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;694;59.688;1735.1422;1794.8302;3661;4552;8213;
Appartementen;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;583;10.4665;0;10.4665;346857;20766;367623;
Buildings;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;30;2.5162;0;2.5162;80245;0;80245;
Huizen en hoeven;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;4406;426.351;0.2714;426.6224;3793114;1236;3794350;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;252;20.1909;0.013;20.2039;56140;207;56347;
Ambachts- en industriegebouwen;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;80;23.4188;0;23.4188;361897;60801;422698;
Opslagruimten;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;52;12.1515;0.5078;12.6593;155977;6665;162642;
Kantoorgebouwen;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;6;0.5056;0;0.5056;15092;0;15092;
Gebouwen met handelsbestemming;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;182;14.9927;0;14.9927;321704;2981;324685;
Openbare gebouwen;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;15;0;375.1669;375.1669;0;146108;146108;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;40;1.3202;1.9148;3.235;15468;32229;47697;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;5;1.2522;0.0149;1.2671;58775;302;59077;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;16;4.7695;2.208;6.9775;1035;73063;74098;
Gebouwen voor eredienst;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;18;0.2788;0.5765;0.8553;0;14378;14378;
Gebouwen voor recreatie en sport;Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;293;35.8588;1.1845;37.0433;121238;35841;157079;
Andere (bebouwde percelen);Bebouwde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;6;0.4613;0;0.4613;53;0;53;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;72038;Hechtel-Eksel;72000;Arrondissement Maaseik;70000;Provincie Limburg;0;0;0;253.3646;0;0;0;
Akkerland;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;1719;746.5827;85.9804;832.5631;9549;1045;10594;
Grasland;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;2678;880.4902;130.0039;1010.4941;15664;1346;17010;
Tuinen en parken;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;859;84.1272;0.6098;84.737;2412;21;2433;
Boomgaarden;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;71;17.5594;0.0073;17.5667;510;0;510;
Bossen;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;1804;961.1527;235.9364;1197.0891;4432;848;5280;
Woeste gronden;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;1744;843.5628;1073.6253;1917.1881;1195;2019;3214;
Recreatieterreinen;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;34;87.6269;5.5324;93.1593;2480;347;2827;
Gekadastreerde wateren;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;39;54.7404;24.4338;79.1742;262;117;379;
Gekadastreerde wegenis;Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;160;22.9003;1.2795;24.1798;73;5;78;
Andere (onbebouwde percelen);Onbebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;1150;152.3417;546.0136;698.3553;15972;2691;18663;
Appartementen;Bebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;3228;65.7554;0;65.7554;1443601;224212;1667813;
Buildings;Bebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;143;12.7026;0.0038;12.7064;455160;0;455160;
Huizen en hoeven;Bebouwde percelen;72039;Houthalen-Helchteren;72000;Arrondissement Maaseik;70000;Provincie Limburg;9694;798.3877;0.532;798.9197;7839663;5494;7845157;
