soort_grond;categorie;id_gemeente;gemeente;id_arrondissement;arrondissement;id_provincie;provincie;aantal_percelen;belastbare_oppervlakte_ha;niet_belastbare_oppervlakte;totale_opp_ha;belastbaar_kadastraal_inkomen;niet_belastbaar_kadastraal_inkomen;totaal_belastbaar_inkomen;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;11;4.1638;10.4743;14.6381;3805;167855;171660;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;3.0447;5.6965;8.7412;0;138142;138142;
Gebouwen voor eredienst;Bebouwde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;22;0.1748;0.7185;0.8933;1422;15014;16436;
Gebouwen voor recreatie en sport;Bebouwde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;297;41.5753;0.8006;42.3759;103552;22036;125588;
Andere (bebouwde percelen);Bebouwde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8;0.9118;0.041;0.9528;6437;23;6460;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13001;Arendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;335.3767;0;0;0;
Akkerland;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;451;228.9619;1.3668;230.3287;8585;62;8647;
Grasland;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;445;289.9981;6.9317;296.9298;7440;90;7530;
Tuinen en parken;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;51;5.1047;0.1101;5.2148;347;6;353;
Boomgaarden;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Bossen;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;28;9.8207;1.1415;10.9622;32;3;35;
Woeste gronden;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;33;18.9493;3.852;22.8013;26;6;32;
Recreatieterreinen;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Gekadastreerde wateren;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2;0.779;0.531;1.31;1;1;2;
Gekadastreerde wegenis;Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;33;2.0991;0;2.0991;15;0;15;
Andere (onbebouwde percelen);Onbebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;133;8.3504;1.0117;9.3621;608;0;608;
Appartementen;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;296;1.8626;0;1.8626;103273;343;103616;
Buildings;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;19;1.0041;0;1.0041;77295;0;77295;
Huizen en hoeven;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;953;90.7561;0;90.7561;911347;0;911347;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;110;18.7536;0;18.7536;48077;0;48077;
Ambachts- en industriegebouwen;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;22;4.6585;0;4.6585;93986;1540;95526;
Opslagruimten;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;24;4.0489;0.0695;4.1184;59354;193;59547;
Kantoorgebouwen;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1;0.0338;0;0.0338;1326;0;1326;
Gebouwen met handelsbestemming;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;72;5.4465;0;5.4465;143321;0;143321;
Openbare gebouwen;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;0;0.3003;0.3003;0;16021;16021;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;0.0306;0.446;0.4766;1992;3537;5529;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;0.6718;0.2343;0.9061;652;8542;9194;
Gebouwen voor eredienst;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9;0.2657;0.2761;0.5418;7;12157;12164;
Gebouwen voor recreatie en sport;Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;10;2.9477;3.6757;6.6234;6559;13171;19730;
Andere (bebouwde percelen);Bebouwde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1;0.1264;0;0.1264;9;0;9;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13002;Baarle-Hertog;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;33.2605;0;0;0;
Akkerland;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4048;1441.6675;27.1897;1468.8572;21991;477;22468;
Grasland;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5276;2146.0998;332.5082;2478.608;43234;6135;49369;
Tuinen en parken;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;353;28.0208;2.4744;30.4952;767;69;836;
Boomgaarden;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;4.4424;0;4.4424;146;0;146;
Bossen;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1564;665.7357;102.8839;768.6196;2808;475;3283;
Woeste gronden;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;926;328.8621;24.7279;353.59;328;27;355;
Recreatieterreinen;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;28;14.9681;0.0875;15.0556;433;2;435;
Gekadastreerde wateren;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;69;17.0075;17.0323;34.0398;180;200;380;
Gekadastreerde wegenis;Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;520;27.3292;9.3636;36.6928;24;17;41;
Andere (onbebouwde percelen);Onbebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1274;199.0673;6.2114;205.2787;23422;2166;25588;
Appartementen;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1353;14.7113;0;14.7113;586383;16038;602421;
Buildings;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;94;7.0618;0.0294;7.0912;272840;0;272840;
Huizen en hoeven;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8384;974.5588;0.8932;975.452;7413458;3284;7416742;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;415;81.4928;0.2349;81.7277;107464;1748;109212;
Ambachts- en industriegebouwen;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;106;109.2113;0.4225;109.6338;2089873;1383336;3473209;
Opslagruimten;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;119;27.7989;1.3783;29.1772;358388;20676;379064;
Kantoorgebouwen;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;12;6.5939;0;6.5939;35693;0;35693;
Gebouwen met handelsbestemming;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;313;44.7705;0.25;45.0205;706564;7388;713952;
Openbare gebouwen;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8;0.1855;1.4655;1.651;5307;60523;65830;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;116;1.2072;8.2374;9.4446;11649;142712;154361;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;11;3.2866;1.447;4.7336;65965;63027;128992;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;14;2.1198;9.2999;11.4197;0;117847;117847;
Gebouwen voor eredienst;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;25;0.8445;1.7252;2.5697;1107;25451;26558;
Gebouwen voor recreatie en sport;Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;413;100.2014;5.435;105.6364;171767;36499;208266;
Andere (bebouwde percelen);Bebouwde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;15;2.0268;0;2.0268;149;0;149;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13003;Balen;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;485.6114;0;0;0;
Akkerland;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;905;458.3237;18.6008;476.9245;14196;584;14780;
Grasland;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1483;1009.9343;90.4661;1100.4004;28463;2700;31163;
Tuinen en parken;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;469;52.6536;0.521;53.1746;2721;38;2759;
Boomgaarden;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4;1.3904;1.86;3.2504;55;83;138;
Bossen;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;289;304.0129;85.4467;389.4596;1397;325;1722;
Woeste gronden;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;280;319.7291;119.1186;438.8477;521;229;750;
Recreatieterreinen;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;2.9935;6.1527;9.1462;138;294;432;
Gekadastreerde wateren;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;18;12.3769;0.5865;12.9634;57;0;57;
Gekadastreerde wegenis;Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;116;11.1125;5.7118;16.8243;118;75;193;
Andere (onbebouwde percelen);Onbebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;952;95.0351;3.6141;98.6492;21025;6524;27549;
Appartementen;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1578;16.8019;0;16.8019;831511;73014;904525;
Buildings;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;69;4.9882;0;4.9882;281544;0;281544;
Huizen en hoeven;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;6035;509.9529;0.0592;510.0121;6742820;9079;6751899;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;225;65.9439;2.9392;68.8831;149350;2643;151993;
Ambachts- en industriegebouwen;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;124;183.1128;0.3169;183.4297;5554052;4670409;10224461;
Opslagruimten;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;89;32.9288;0.3442;33.273;327311;40428;367739;
Kantoorgebouwen;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;10;17.0567;0;17.0567;304363;0;304363;
Gebouwen met handelsbestemming;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;133;13.1262;0.1882;13.3144;290292;13057;303349;
Openbare gebouwen;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;6;0.2948;0.5974;0.8922;13780;33822;47602;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;86;6.7731;3.3173;10.0904;154249;82628;236877;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;4.3573;0;4.3573;128409;48274;176683;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;17;4.2706;7.7012;11.9718;81144;399908;481052;
Gebouwen voor eredienst;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;9;0.0412;0.3687;0.4099;482;16251;16733;
Gebouwen voor recreatie en sport;Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;106;22.8388;1.6778;24.5166;79303;36839;116142;
Andere (bebouwde percelen);Bebouwde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5;3.8242;0;3.8242;2770;0;2770;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13004;Beerse;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;244.523;0;0;0;
Akkerland;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2275;674.4533;1.2022;675.6555;13322;19;13341;
Grasland;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1202;455.4453;3.5934;459.0387;8670;68;8738;
Tuinen en parken;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;173;14.3519;0.1152;14.4671;473;5;478;
Boomgaarden;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2;0.5715;0;0.5715;15;0;15;
Bossen;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;373;484.4248;13.2099;497.6347;2479;54;2533;
Woeste gronden;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;458;159.8978;3.1493;163.0471;165;3;168;
Recreatieterreinen;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;5.2585;0;5.2585;156;0;156;
Gekadastreerde wateren;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;127;111.2098;5.4164;116.6262;215;15;230;
Gekadastreerde wegenis;Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;109;21.2126;3.3642;24.5768;69;12;81;
Andere (onbebouwde percelen);Onbebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;513;92.2261;4.4633;96.6894;11791;870;12661;
Appartementen;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;828;8.9059;0;8.9059;352857;4448;357305;
Buildings;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;40;2.9224;0;2.9224;132828;0;132828;
Huizen en hoeven;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3455;326.9749;0.409;327.3839;3149729;1132;3150861;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;142;26.9535;0;26.9535;47531;0;47531;
Ambachts- en industriegebouwen;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;61;61.5439;44.0231;105.567;1483925;1406336;2890261;
Opslagruimten;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;56;14.2487;1.5069;15.7556;190434;18744;209178;
Kantoorgebouwen;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4;7.4266;0;7.4266;59396;0;59396;
Gebouwen met handelsbestemming;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;109;11.3684;0.0452;11.4136;228467;3477;231944;
Openbare gebouwen;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5;0;1.1704;1.1704;0;53588;53588;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;53;0.1783;1.6951;1.8734;8657;45573;54230;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4;0.398;0.6325;1.0305;141;29711;29852;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8;1.8062;3.1063;4.9125;0;40334;40334;
Gebouwen voor eredienst;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;3;0;0.4525;0.4525;0;15910;15910;
Gebouwen voor recreatie en sport;Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;47;12.0832;0.6207;12.7039;69788;14003;83791;
Andere (bebouwde percelen);Bebouwde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2;0.596;0;0.596;0;0;0;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13006;Dessel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;120.3919;0;0;0;
Akkerland;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;6877;3077.5306;41.1879;3118.7185;71628;1862;73490;
Grasland;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;5808;3364.2792;68.8956;3433.1748;72869;1607;74476;
Tuinen en parken;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;548;48.2998;9.2587;57.5585;1819;402;2221;
Boomgaarden;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;14;5.7683;0;5.7683;198;0;198;
Bossen;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1006;528.2541;5.3245;533.5786;1816;22;1838;
Woeste gronden;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1142;576.1973;22.094;598.2913;707;33;740;
Recreatieterreinen;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;38;25.0643;3.045;28.1093;860;104;964;
Gekadastreerde wateren;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;171;87.6808;3.8772;91.558;730;37;767;
Gekadastreerde wegenis;Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;418;59.1903;5.5024;64.6927;500;49;549;
Andere (onbebouwde percelen);Onbebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2186;222.217;20.318;242.535;94660;12905;107565;
Appartementen;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;8507;61.1366;0;61.1366;3575379;63347;3638726;
Buildings;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;367;22.2377;0;22.2377;1273510;0;1273510;
Huizen en hoeven;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;12112;1192.3328;11.8137;1204.1465;12510897;56083;12566980;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1025;111.5632;2.074;113.6372;294656;10580;305236;
Ambachts- en industriegebouwen;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;204;222.6981;0.0027;222.7008;9012686;21584975;30597661;
Opslagruimten;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;175;99.2329;3.5777;102.8106;1866326;79865;1946191;
Kantoorgebouwen;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;43;12.7564;0;12.7564;329263;68306;397569;
Gebouwen met handelsbestemming;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;533;64.4219;1.7813;66.2032;1782227;44987;1827214;
Openbare gebouwen;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;23;2.0206;69.5241;71.5447;85587;438391;523978;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;213;10.2796;5.5167;15.7963;94858;472510;567368;
Gebouwen voor sociale zorg en ziekenzorg;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;36;6.0168;24.9968;31.0136;182199;813332;995531;
Gebouwen voor onderwijs. onderzoek en cultuur;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;69;39.3259;11.3115;50.6374;42993;753709;796702;
Gebouwen voor eredienst;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;36;0.7722;2.8378;3.61;10600;69415;80015;
Gebouwen voor recreatie en sport;Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;296;58.8523;2.0592;60.9115;240879;129969;370848;
Andere (bebouwde percelen);Bebouwde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;16;0.3776;0.2759;0.6535;4966;16;4982;
Niet genormaliseerde percelen;Niet genormaliseerde percelen;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;0;0;0;0;
Niet gekadastreerde oppervlakte;Niet gekadastreerde oppervlakte;13008;Geel;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;0;0;0;771.3301;0;0;0;
Akkerland;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;842;494.7008;1.5977;496.2985;10453;14;10467;
Grasland;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;625;400.6814;4.2351;404.9165;7787;17;7804;
Tuinen en parken;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;278;52.2924;0.5695;52.8619;2146;22;2168;
Boomgaarden;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;2;0.5777;0;0.5777;22;0;22;
Bossen;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;891;510.505;61.7764;572.2814;2640;229;2869;
Woeste gronden;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;197;80.6897;7.4591;88.1488;95;11;106;
Recreatieterreinen;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;7;5.1627;0.8683;6.031;167;28;195;
Gekadastreerde wateren;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;31;17.75;1.4808;19.2308;38;8;46;
Gekadastreerde wegenis;Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;110;9.125;1.7613;10.8863;28;4;32;
Andere (onbebouwde percelen);Onbebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;716;68.4494;162.557;231.0064;23218;2835;26053;
Appartementen;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;1148;9.4338;0;9.4338;373400;431;373831;
Buildings;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;43;2.8988;0;2.8988;133610;0;133610;
Huizen en hoeven;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;4068;403.9573;0.3361;404.2934;3959329;5474;3964803;
Bijgebouwen met inbegrip van serres;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;200;18.9565;0.529;19.4855;35818;1191;37009;
Ambachts- en industriegebouwen;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;93;57.0531;0;57.0531;1703607;870727;2574334;
Opslagruimten;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;56;21.046;4.1887;25.2347;358248;68603;426851;
Kantoorgebouwen;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;13;1.1637;0;1.1637;22679;0;22679;
Gebouwen met handelsbestemming;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;117;15.6791;0;15.6791;310773;5623;316396;
Openbare gebouwen;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;23;0;36.7135;36.7135;0;287450;287450;
Gebouwen voor nutsvoorzieningen;Bebouwde percelen;13010;Grobbendonk;13000;Arrondissement Turnhout;10000;Provincie Antwerpen;63;0.9972;10.441;11.4382;43247;233606;276853;
