Kracht (N);Uitrekking (mm)
38778.533;11.927
38779.867;11.929
38781.333;11.93
38782;11.931
38783.8;11.932
38786.2;11.934
38788.4;11.935
38787.8;11.936
38788.8;11.937
38790.267;11.939
38790.6;11.94
38791.8;11.941
38793.933;11.942
38794.467;11.944
38794;11.945
38795.067;11.946
38797.6;11.947
38799.867;11.949
38801.067;11.95
38800.933;11.951
38802.067;11.953
38802.467;11.954
38803.6;11.955
38805.067;11.956
38806.067;11.957
38806.6;11.959
38808.667;11.96
38808.933;11.961
38809.733;11.963
38811.267;11.964
38812.2;11.965
38813.067;11.966
38812.733;11.968
38814.4;11.969
38815.133;11.97
38815.733;11.971
38817;11.973
38817.8;11.974
38819.067;11.975
38820;11.976
38822.133;11.978
38822.733;11.979
38824.2;11.98
38823.6;11.981
38824.667;11.983
38826.6;11.984
38827.067;11.985
38827.533;11.986
38827.733;11.987
38829.333;11.989
38830.133;11.99
38830.733;11.991
38830.867;11.993
38832.6;11.994
38832.867;11.995
38834.533;11.996
38836;11.998
38836.867;11.999
38838.267;12
38841.133;12.001
38842.467;12.002
38843.333;12.004
38844.733;12.005
38846;12.006
38847.267;12.007
38847.933;12.009
38848.4;12.01
38849.4;12.011
38850.6;12.012
38851.333;12.014
38853.667;12.015
38855.4;12.016
38856.733;12.018
38856.933;12.019
38860.133;12.02
38861.667;12.021
38863.6;12.023
38864.733;12.024
38866.467;12.025
38868.6;12.026
38869.867;12.027
38870.533;12.029
38871.533;12.03
38871.867;12.031
38872.533;12.032
38872.8;12.034
38871.8;12.035
38873.867;12.036
38874.933;12.037
38876.4;12.039
38877.8;12.04
38879;12.041
38879.8;12.043
38881;12.044
38882.333;12.045
38882.133;12.046
38883.2;12.047
38883.933;12.049
38883.8;12.05
38884.8;12.051
38886;12.053
38886.933;12.054
38887.8;12.055
38889.267;12.056
38889;12.057
38888.467;12.059
38889.067;12.06
38889.933;12.061
38891.267;12.063
38891.8;12.064
38893.6;12.065
38896.2;12.066
38897.6;12.067
38897.467;12.069
38897.667;12.07
38898.8;12.071
38899.067;12.072
38899.6;12.074
38900.6;12.075
38901.067;12.076
38903.533;12.078
38905.333;12.079
38905.533;12.08
38905.933;12.081
38907.933;12.082
38908.8;12.084
38908.467;12.085
38909.467;12.086
38910.8;12.087
38913.333;12.089
38913.4;12.09
38914.733;12.091
38916.8;12.092
38918.6;12.094
38920.867;12.095
38921.267;12.096
38922.2;12.098
38923.067;12.099
38924.267;12.1
38924.4;12.101
38925.733;12.103
38928.133;12.104
38929.6;12.105
38931;12.106
38933.467;12.108
38935.133;12.109
38935.6;12.11
38936.067;12.111
38937.733;12.113
38938.6;12.114
38939.467;12.115
38939.867;12.116
38941.467;12.117
38942.4;12.119
38944.133;12.12
38943.667;12.121
38944.067;12.123
38944.4;12.124
38945.2;12.125
38946.067;12.126
38947.4;12.127
38948.2;12.129
38949.067;12.13
38950;12.131
38950.267;12.133
38952.2;12.134
38954.6;12.135
38954.2;12.136
38954.867;12.137
38954.733;12.139
38955.333;12.14
38956.6;12.141
38957.933;12.142
38959.4;12.144
38959.733;12.145
38960.267;12.146
38961.333;12.148
38962.667;12.149
38963.6;12.15
38964.6;12.151
38965.2;12.152
38967.2;12.154
38969.067;12.155
38970.667;12.156
38972.667;12.157
38974.933;12.159
38976.133;12.16
38976.4;12.161
38977.6;12.162
38978.467;12.164
38980.8;12.165
38982.467;12.166
38983.133;12.167
38984;12.169
38985.267;12.17
38986.133;12.171
38987.8;12.172
38989.467;12.174
38991;12.175
38991.2;12.176
38991.467;12.177
38992.667;12.179
38994.6;12.18
38995.867;12.181
38997.6;12.182
38998.667;12.184
38999.867;12.185
39001.6;12.186
39002.133;12.188
39003;12.189
39003.333;12.19
39004.667;12.191
39004.8;12.193
39005.867;12.194
39007.067;12.195
39008;12.196
39008.667;12.198
39009.533;12.199
39010.267;12.2
39011.467;12.201
39011.867;12.203
39012.467;12.204
39013.4;12.205
39015.067;12.206
39015.133;12.207
39014.8;12.209
39014.867;12.21
39016;12.211
39016.867;12.213
39016.467;12.214
39017.333;12.215
39017.867;12.216
39018.867;12.217
39019.6;12.219
39020;12.22
39020.733;12.221
39021.6;12.222
39022.867;12.224
39024.267;12.225
39025.8;12.226
39027.267;12.227
39028;12.229
39028.6;12.23
39029.733;12.231
39030.667;12.232
39031.933;12.234
39031.667;12.235
39032.2;12.236
39033.533;12.237
39034.933;12.239
39035.667;12.24
39037.2;12.241
39038.867;12.242
39040.867;12.244
39043.133;12.245
39044.533;12.246
39045.4;12.247
39045.867;12.249
39047.533;12.25
39048;12.251
39048.867;12.252
39049.667;12.254
39050.067;12.255
39050.8;12.256
39050.667;12.258
39051.667;12.259
39053.267;12.26
39053.8;12.261
39054.2;12.262
39054.533;12.264
39056.6;12.265
39057.4;12.266
39058.133;12.267
39060.867;12.269
39061.667;12.27
39062.267;12.271
39064.267;12.272
39066;12.274
39065.867;12.275
39065.467;12.276
39066;12.278
39066.4;12.279
39067.4;12.28
39068.2;12.281
39068.733;12.282
39069;12.284
39071.333;12.285
39073.267;12.286
39073.333;12.287
39075.2;12.289
39075.867;12.29
39077;12.291
39077.2;12.292
39077.133;12.294
39077.867;12.295
39078.733;12.296
39080.933;12.297
39082.067;12.299
39082.6;12.3
39083.933;12.301
39084.8;12.302
39085.867;12.304
39086.667;12.305
39087.4;12.306
39087.267;12.307
39089.333;12.309
39091.933;12.31
39093.533;12.311
39094.133;12.312
39095.2;12.314
39096.8;12.315
39098.2;12.316
39100.467;12.317
39100.067;12.319
39100.733;12.32
39102.533;12.321
39104.533;12.323
39105.267;12.324
39106.8;12.325
39107.867;12.326
39110.133;12.328
39110.867;12.329
39112.2;12.33
39114.6;12.331
39115.533;12.332
39115.867;12.334
39116.733;12.335
39118.133;12.336
39118.333;12.338
39119.933;12.339
39121.733;12.34
39122.667;12.341
39122.133;12.343
39121.333;12.344
39122.2;12.345
39123.333;12.346
39123.667;12.348
39124.733;12.349
39127.4;12.35
39126.8;12.351
39127.333;12.352
39128.2;12.354
39128.267;12.355
39128.467;12.356
39129.4;12.357
39130.867;12.359
39131.267;12.36
39132.533;12.361
39133;12.363
39133.733;12.364
39134.133;12.365
39135.133;12.366
39136.133;12.367
39136.8;12.369
39137.733;12.37
39138.867;12.371
39138.933;12.373
39140.867;12.374
39143.533;12.375
39145.733;12.376
39146.133;12.377
39146.667;12.379
39149.067;12.38
39149.4;12.381
39150.867;12.382
39151.867;12.384
39153.067;12.385
39153.933;12.386
39154.667;12.387
39155.733;12.389
39158.2;12.39
39158.267;12.391
39159.533;12.393
39160.333;12.394
39161.467;12.395
39163.467;12.396
39164.933;12.398
39165.933;12.399
39167.267;12.4
39167.933;12.401
39167.8;12.402
39169.8;12.404
39170.8;12.405
39171.267;12.406
39171.933;12.408
39172.333;12.409
39172.467;12.41
39172.733;12.411
39174;12.412
39174.867;12.414
39175.933;12.415
39175.6;12.416
39176.067;12.418
39178.467;12.419
39180.133;12.42
39180.8;12.421
39180.4;12.422
39181.533;12.424
39181.867;12.425
39182.667;12.426
39184.467;12.427
39184.467;12.429
39185.133;12.43
39185.4;12.431
39185.867;12.432
39187.667;12.434
39188.267;12.435
39189.933;12.436
39189.867;12.437
39191;12.439
39193.267;12.44
39195.133;12.441
39196.333;12.442
39197.867;12.444
39199.467;12.445
39200.733;12.446
39201.8;12.447
39202.8;12.449
39204.533;12.45
39206.333;12.451
39206.533;12.452
39206.867;12.454
39207.8;12.455
39209.533;12.456
39211.533;12.457
39214.2;12.459
39214.667;12.46
39214.867;12.461
39216.467;12.462
39218.533;12.464
39218.8;12.465
39220.267;12.466
39221.667;12.467
39223;12.469
39224.333;12.47
39226.333;12.471
39225.533;12.472
39225.867;12.474
39226.6;12.475
39227;12.476
39227.8;12.477
39227.933;12.479
39229.067;12.48
39230.2;12.481
39230.333;12.482
39231.067;12.484
39232.8;12.485
39233.467;12.486
39233.667;12.487
39234.733;12.489
39236.4;12.49
39236.267;12.491
39237.133;12.493
39238.133;12.494
39238.667;12.495
39239.2;12.496
39240.333;12.498
39240.867;12.499
39241.667;12.5
39244;12.501
39244.133;12.502
39244;12.504
39246.4;12.505
39246.8;12.506
39247.333;12.507
39247.733;12.509
39248.4;12.51
39249.067;12.511
39249.4;12.512
39249.933;12.514
39250;12.515
39251.6;12.516
39253;12.517
39252;12.519
39254.2;12.52
39255.667;12.521
39256.667;12.522
39258.4;12.524
39259.2;12.525
39259.533;12.526
39259.667;12.527
39260.8;12.529
39261.267;12.53
39263.667;12.531
39263.933;12.532
39264.467;12.534
39264.133;12.535
39265.333;12.536
39267.2;12.537
39268.8;12.539
39268.933;12.54
39270.6;12.541
39271.2;12.543
39273.133;12.544
39274.4;12.545
39275.933;12.546
39277;12.547
39277.867;12.549
39278.067;12.55
39278.733;12.551
39280.733;12.553
39280.133;12.554
39280.133;12.555
39281.4;12.556
39283.4;12.557
39282.133;12.559
39283;12.56
39283.6;12.561
39284.133;12.563
39285.2;12.564
39285.133;12.565
39285.867;12.566
39286.933;12.567
39288.4;12.569
39289.4;12.57
39289.533;12.571
39290.8;12.572
39292.2;12.574
39292.6;12.575
39293.133;12.576
39293.6;12.577
39294.6;12.579
39295.933;12.58
39297.067;12.581
39299.267;12.582
39300.733;12.584
39300;12.585
39301.667;12.586
39302.933;12.587
39303.933;12.589
39304.133;12.59
39306.667;12.591
39309.333;12.592
39310.867;12.594
39312.4;12.595
39312.4;12.596
39313;12.597
39314.467;12.599
39316.867;12.6
39318.133;12.601
39318.8;12.602
39320.267;12.604
39321.2;12.605
39321.8;12.606
39323.733;12.607
39325.467;12.609
39326.733;12.61
39327.2;12.611
39328.333;12.613
39329.4;12.614
39330.6;12.615
39330.867;12.616
39331.333;12.617
39332.2;12.619
39333.6;12.62
39336.4;12.621
39337.4;12.623
39337.733;12.624
39337.8;12.625
39338.267;12.626
39338.2;12.627
39339.4;12.629
39340.467;12.63
39343;12.631
39344.867;12.632
39345.667;12.634
39345.4;12.635
39345.733;12.636
39346.067;12.637
39347;12.639
39347.6;12.64
39348.4;12.641
39348.8;12.643
39348.8;12.644
39350;12.645
39351.333;12.646
39351.533;12.647
39351.267;12.649
39353.133;12.65
39356.6;12.651
39356.867;12.652
39356.933;12.654
39357.6;12.655
39357.733;12.656
39357.867;12.657
39358.4;12.659
39358.933;12.66
39360.467;12.661
39361.6;12.662
39363;12.664
39363.067;12.665
39362.6;12.666
39363.533;12.667
39363.867;12.669
39364.8;12.67
39366.2;12.671
39367.533;12.672
39367.667;12.674
39367.467;12.675
39368.6;12.676
39370;12.677
39371.933;12.679
39372.333;12.68
39375.467;12.681
39376.467;12.682
39376.4;12.684
39376.267;12.685
39378.133;12.686
39380.133;12.688
39380.067;12.689
39381.467;12.69
39383.533;12.691
39384.2;12.692
39383.867;12.694
39384.467;12.695
39385.2;12.696
39386.4;12.697
39387.133;12.699
39387.8;12.7
39388.267;12.701
39389.2;12.702
39389.6;12.704
39389.6;12.705
39390.667;12.706
39392.533;12.707
39393.733;12.709
39394.067;12.71
39394.867;12.711
39395.133;12.713
39394.133;12.714
39394.2;12.715
39394.933;12.716
39394.8;12.717
39394.6;12.719
39396;12.72
39395.867;12.721
39397.2;12.722
39398.2;12.724
39399.4;12.725
39399.933;12.726
39401.6;12.727
39403.733;12.729
39403.333;12.73
39404.6;12.731
39405.333;12.732
39407.4;12.734
39408.733;12.735
39409.8;12.736
39411.4;12.737
39412.2;12.739
39413.267;12.74
39413.667;12.741
39413.667;12.742
39415.4;12.744
39417.067;12.745
39418.467;12.746
39420.067;12.747
39421.467;12.749
39422.267;12.75
39424.6;12.751
39426.667;12.752
39426.933;12.754
39427.733;12.755
39428.733;12.756
39429.467;12.757
39430.333;12.759
39431.333;12.76
39431.333;12.761
39432.067;12.762
39433.733;12.764
39435.067;12.765
39436.267;12.766
39437.133;12.767
39438.133;12.769
39438.267;12.77
39438.533;12.771
39438.4;12.772
39439;12.774
39440.8;12.775
39443;12.776
39442.733;12.777
39443.8;12.779
39445.467;12.78
39446.267;12.781
39445.933;12.782
39447.2;12.784
39448.333;12.785
39448.8;12.786
39450.133;12.787
39451.8;12.789
39451.133;12.79
39451.467;12.791
39452.2;12.792
39452.667;12.794
39452.533;12.795
39452.533;12.796
39452.933;12.797
39453.2;12.799
39453.533;12.8
39454.6;12.801
39454.933;12.802
39456.2;12.804
39457.667;12.805
39458.333;12.806
39458.133;12.807
39458.667;12.809
39459.067;12.81
39459.4;12.811
39458.4;12.812
39459.867;12.814
39461.133;12.815
39461.867;12.816
39462.267;12.817
39462.2;12.819
39463.133;12.82
39464;12.821
39465.533;12.822
39467.533;12.824
39468.667;12.825
39470.133;12.826
39471.933;12.827
39471.867;12.829
39472.733;12.83
39474.8;12.831
39476.8;12.832
39477.133;12.834
39478.067;12.835
39478.4;12.836
39480;12.837
39480.8;12.839
39481.267;12.84
39482.933;12.841
39483.333;12.842
39483.133;12.844
39484.733;12.845
39487.333;12.846
39489.133;12.847
39489.733;12.849
39488.933;12.85
39490.067;12.851
39490.867;12.852
39491.867;12.854
39492.267;12.855
39493.333;12.856
39494;12.857
39494.467;12.859
39494.667;12.86
39494.067;12.861
39496.6;12.862
39497.133;12.864
39496.667;12.865
39496.467;12.866
39497.6;12.867
39497.867;12.869
39499;12.87
39499;12.871
39500.133;12.872
39501.867;12.874
39502.4;12.875
39503.6;12.876
39504.133;12.877
39504.667;12.879
39504.333;12.88
39504.533;12.881
39506.2;12.882
39507.933;12.884
39509.333;12.885
39510.867;12.886
39511.133;12.887
39512.867;12.889
39514.2;12.89
39515.067;12.891
39516.133;12.892
39517.333;12.894
39518.733;12.895
39518.467;12.896
39519.867;12.897
39521.733;12.899
39523;12.9
39524.267;12.901
39525.333;12.902
39526.333;12.904
39528;12.905
39527.8;12.906
39527.867;12.908
39528.467;12.909
39529.867;12.91
39532.067;12.911
39533.533;12.912
39535.2;12.914
39536.4;12.915
39536.933;12.916
39537.333;12.918
39537.733;12.919
39537.933;12.92
39538.267;12.921
39539.333;12.922
39539;12.924
39539.733;12.925
39540.6;12.926
39541.6;12.928
39541.4;12.929
39542.8;12.93
39543.4;12.931
39543.267;12.932
39543.333;12.934
39544.667;12.935
39546.067;12.936
39547.333;12.937
39547.133;12.939
39548.467;12.94
39547.867;12.941
39549.067;12.942
39549.533;12.944
39549.4;12.945
39549.4;12.946
39550.2;12.947
39551.867;12.949
39554.8;12.95
39554.067;12.951
39554.933;12.953
39556.333;12.954
39558.2;12.955
39559.2;12.956
39559.533;12.957
39560.467;12.959
39562.267;12.96
39562.067;12.961
39563.067;12.962
39563.867;12.964
39564.867;12.965
39566;12.966
39566.267;12.967
39566.8;12.969
39567.933;12.97
39568.333;12.971
39568.8;12.972
39569.067;12.974
39572.667;12.975
39572.867;12.976
39574.333;12.977
39574.333;12.979
39575.6;12.98
39577.067;12.981
39578.067;12.982
39578;12.984
39578.4;12.985
39580.733;12.986
39581.8;12.987
39581.667;12.989
39583.333;12.99
39585.867;12.991
39586.933;12.992
39586.733;12.994
39587.867;12.995
39589.8;12.996
39591.133;12.998
39593.267;12.999
39594.067;13
39595.467;13.001
39596.6;13.002
39597.667;13.004
39598.467;13.005
39599.6;13.006
39601.6;13.007
39602.067;13.009
39603;13.01
39603.733;13.011
39605.133;13.012
39604.733;13.014
39604.467;13.015
39604.333;13.016
39605.667;13.017
39605.6;13.019
39606.867;13.02
39607.2;13.021
39609.067;13.022
39608.333;13.024
39608.333;13.025
39608.667;13.026
39609.8;13.027
39610.4;13.029
39611.4;13.03
39612.4;13.031
39612.933;13.032
39613.267;13.034
39615.2;13.035
39616.467;13.036
39617.267;13.037
39619.533;13.039
39620.067;13.04
39620.933;13.041
39621.4;13.042
39622.667;13.044
39623;13.045
39624;13.046
39625.2;13.047
39627.467;13.049
39627.867;13.05
39627.867;13.051
39628.867;13.052
39628.533;13.054
39629.333;13.055
39630.067;13.056
39631.4;13.057
39633.467;13.059
39634.8;13.06
39635.533;13.061
39636.4;13.062
39637.2;13.064
39637.533;13.065
39637.667;13.066
39638.6;13.067
39639.933;13.069
39639.333;13.07
39639.933;13.071
39641.067;13.072
39640.933;13.074
39640.933;13.075
39641.333;13.076
39642.133;13.078
39642.733;13.079
39643.933;13.08
39644.467;13.081
39645.133;13.082
39646.6;13.084
39647.733;13.085
39648.2;13.086
39649.133;13.087
39649.667;13.089
39649.8;13.09
39649.2;13.091
39649.6;13.092
39650.6;13.094
39651.4;13.095
39651.133;13.096
39651.867;13.097
39653.067;13.099
39653.933;13.1
39653.933;13.101
39654.4;13.102
39656;13.104
39656.933;13.105
39658.267;13.106
39659;13.107
39660.133;13.109
39661.333;13.11
39662.6;13.111
39662.867;13.112
39662.533;13.114
39663.6;13.115
39664.933;13.116
39666.333;13.117
39667;13.119
39667.4;13.12
39667.867;13.121
39668.8;13.122
39668.867;13.124
39671.333;13.125
39671.467;13.126
39672.467;13.127
39673.6;13.129
39675.533;13.13
39675.467;13.131
39676.533;13.132
39677.733;13.134
39678.4;13.135
39679.933;13.136
39680;13.137
39680.267;13.139
39682.2;13.14
39682.933;13.141
39683.533;13.142
39684.6;13.144
39685.333;13.145
39686.133;13.146
39686.6;13.147
39686.6;13.149
39686.8;13.15
39687.733;13.151
39689.333;13.152
39690.333;13.154
39692;13.155
39692.467;13.156
39692.667;13.157
39692.933;13.159
39693.867;13.16
39694.8;13.161
39696.267;13.162
39697.467;13.164
39698.2;13.165
39698.467;13.166
39698.6;13.167
39698.133;13.169
39699.467;13.17
39699.667;13.171
39699.733;13.172
39700.533;13.174
39701.2;13.175
39701.067;13.176
39702.533;13.177
39703.933;13.179
39705.733;13.18
39708.267;13.181
39709.2;13.182
39709.467;13.184
39711.2;13.185
39712.6;13.186
39713.6;13.187
39713.867;13.189
39715.067;13.19
39715.533;13.191
39716.267;13.192
39717.533;13.194
39718.2;13.195
39718.133;13.196
39718;13.197
39719.667;13.199
39722.267;13.2
39723;13.201
39723.8;13.202
39724.867;13.204
39726.6;13.205
39726.6;13.206
39726.467;13.207
39727.067;13.209
39727.8;13.21
39728.867;13.211
39728.933;13.212
39729.4;13.214
39730.667;13.215
39731;13.216
39732.733;13.217
39733;13.219
39733.533;13.22
39732.2;13.221
39732.733;13.223
39734.2;13.224
39735.133;13.225
39736.8;13.226
39736.133;13.227
39736.667;13.229
39737.267;13.23
39738.8;13.231
39738.467;13.232
39738.6;13.234
39739.4;13.235
39740;13.236
39740.533;13.237
39741.667;13.239
39742.267;13.24
39742.867;13.241
39744.733;13.242
39747.267;13.244
39746.933;13.245
39748.067;13.246
39749.533;13.247
39749.733;13.249
39750.533;13.25
39750.667;13.251
39750.6;13.252
39751.267;13.254
39753.733;13.255
39753.067;13.256
